5,A000000,00100,00000,0100CAPITAL COSTS-BLDG & FIXT
5,A000000,00200,00000,0200CAPITAL COSTS-MVBLE EQUIPMENT
5,A000000,00300,00000,0300EMPLOYEE BENEFITS
5,A000000,00400,00000,0400ADMINISTRATIVE & GENERAL
5,A000000,00500,00000,0500OPERATION AND MAINTENANCE OF PLANT
5,A000000,00600,00000,0600HOUSEKEEPING
5,A000000,00700,00000,0700MEDICAL SUPPLIES
5,A000000,00800,00000,0800DATA PROCESSING
5,A000000,00801,00000,0801SERUM CYTO MCRO TRAYS
5,A000000,00900,00000,0900PROCUREMENT COORDINATORS
5,A000000,01000,00000,1000PROFESSIONAL EDUCATION
5,A000000,01100,00000,1100PUBLIC EDUCATION
5,A000000,01300,00000,1300KIDNEY ACQUISITIONS
5,A000000,01400,00000,1400TISSUE TYPING LABORATORY
5,A000000,01500,00000,1500LIVER ACQUISITIONS
5,A000000,01600,00000,1600HEART ACQUISITIONS
5,A000000,01700,00000,1700PANCREAS ACQUISITIONS
5,A000000,01800,00000,1800LUNG ACQUISITIONS
5,A000000,01900,00000,1900OTHER ACQUISITIONS
5,A000000,02100,00000,2100RESEARCH
5,A000000,02200,00000,2200BLOOD BANK
5,A000000,02300,00000,2300LABORATORY-NON-TISSUE TYPING
5,A000000,02400,00000,2400DIALYSIS UNITS
5,A000000,02500,00000,2500UNRELATED BONE MARROW DONOR
5,A000000,02502,00000,2502RESEARCH AND REFERENCE 61603
5,A100000,01700,00000,OPERATION OF PLANT
5,A100000,01800,00000,HOUSEKEEPING
5,A100000,01900,00000,OTHER ADMIN AND GENERAL
5,A300000,00600,00000,OFFICE SUPPLY
5,A300000,00700,00000,INVENTORIAL EQUIPMENT
5,A300000,00800,00000,TRAVEL
5,A300000,00900,00000,OTHER
5,A400010,00100,00000,CAPITAL BUILDING-RENTAL
5,A400010,00100,00100,A
5,A400010,00100,00200,CAPITAL COSTS-BLDG & FIXT
5,A400010,00100,00500,TISSUE TYPING LABORATORY
5,A400010,00200,00000,CAPITAL COSTS -MVBLE EQUIP
5,A400010,00200,00100,B
5,A400010,00200,00200,CAPITAL COSTS-MVBLE EQUIPMENT
5,A400010,00200,00500,TISSUE TYPING LABORATORY
5,A400010,00300,00000,OPERATION OF PLANT
5,A400010,00300,00100,C
5,A400010,00300,00200,OPERATION AND MAINTENANCE OF PLANT
5,A400010,00300,00500,ADMINISTRATIVE & GENERAL
5,A400010,00400,00000,OPERATION OF PLANT
5,A400010,00400,00100,C
5,A400010,00400,00500,TISSUE TYPING LABORATORY
5,A400010,00500,00000,OPERATION OF PLANT
5,A400010,00500,00100,C
5,A400010,00500,00500,RESEARCH
