421,A000000,00100,00000,0100CAPITAL COSTS-BLDG & FIXT
421,A000000,00200,00000,0200CAPITAL COSTS-MVBLE EQUIPMENT
421,A000000,00300,00000,0300EMPLOYEE BENEFITS
421,A000000,00400,00000,0400ADMINISTRATIVE & GENERAL
421,A000000,00500,00000,0500OPERATION AND MAINTENANCE OF PLANT
421,A000000,00600,00000,0600HOUSEKEEPING
421,A000000,00700,00000,0700MEDICAL SUPPLIES
421,A000000,00800,00000,0800OTHER OVERHEAD
421,A000000,00900,00000,0900PROCUREMENT COORDINATORS
421,A000000,01000,00000,1000PROFESSIONAL EDUCATION
421,A000000,01100,00000,1100PUBLIC EDUCATION
421,A000000,01300,00000,1300KIDNEY ACQUISITIONS
421,A000000,01400,00000,1400TISSUE TYPING LABORATORY
421,A000000,01500,00000,1500LIVER ACQUISITIONS
421,A000000,01600,00000,1600HEART ACQUISITIONS
421,A000000,01700,00000,1700PANCREAS ACQUISITIONS
421,A000000,01800,00000,1800LUNG ACQUISITIONS
421,A000000,01900,00000,1900CLUSTER            (WKST A2 6 L 23
421,A000000,01901,00000,1901SMALL INTESTINE
421,A000000,01902,00000,1902HEART/LUNGS      S 3
421,A000000,02100,00000,2100RESEARCH
421,A000000,02200,00000,2200BLOOD BANK
421,A000000,02300,00000,2300LABORATORY-NON-TISSUE TYPING
421,A000000,02400,00000,2400DIALYSIS UNITS
421,A000000,02500,00000,250025
421,A100000,01700,00000,INFORMATION SYSTEMS PROFESSIONAL
421,A100000,01800,00000,POSTAGE & SHIPPING
421,A100000,01900,00000,RECRUITING
421,A100000,01901,00000,DUES/SUBSCRIPTIONS
421,A100000,01902,00000,BANK & INVESTMENT FEES
421,A100000,01903,00000,MILEAGE REIMBURSEMENT
421,A100000,01904,00000,AUTOMOBILE LEASE & MAINTENANCE
421,A100000,01905,00000,OTHER MISCELLANEOUS
421,A100000,01906,00000,SMALL EQUIP/FURNITURE
421,A100000,01907,00000,PROFESSIONAL SERVICES
421,A100000,01908,00000,PROPERTY TAXES
421,A100000,01909,00000,GAIN OR LOSS ON A FIXED ASSET
421,A100000,01910,00000,CORPORATE CULTURE
421,A100000,01911,00000,ORIENTATION
421,A20H000,00900,00000,OTHER HOSPITAL COST
421,A20H000,02100,00000,OTHER MEDICAL SUPPLIES
421,A20H000,02101,00000,PROVIDER AUDIT FEES
421,A20H000,02103,00000,TXC
421,A20K000,00900,00000,OTHER HOSPITAL COST
421,A20K000,02100,00000,OTHER MEDICAL SUPPLIES
421,A20K000,02101,00000,PROVIDER AUDIT FEES
421,A20K000,02103,00000,TXC
421,A20L000,00900,00000,OTHER HOSPITAL COST
421,A20L000,02100,00000,OTHER MEDICAL SUPPLIES
421,A20L000,02101,00000,PROVIDER AUDIT FEES
421,A20L000,02103,00000,TXC
421,A20O000,00900,00000,OTHER HOSPITAL COSTS
421,A20O000,02100,00000,OTHER MEDICAL SUPPLIES
421,A20O000,02101,00000,PROVIDER AUDIT FEES
421,A20O000,02103,00000,TXC
421,A20O001,00900,00000,OTHER HOSPITAL COST
421,A20O001,02100,00000,OTHER MEDICAL SUPPLIES
421,A20O001,02101,00000,PROVIDER AUDIT FEES
421,A20O001,02103,00000,TXC
421,A20O002,00900,00000,OTHER HOSPITAL COSTS
421,A20O002,02100,00000,MEDICAL SUPPLIES IN OFFICE/TXC
421,A20O002,02101,00000,PROVIDER AUDIT FEES
421,A20O002,02102,00000,COST REPORT ADJUSTED TRANSPORTATION
421,A20O002,02103,00000,TXC
421,A20O003,02100,00000,COST REPORT ADJUSTED SURGEON FEE
421,A20O003,02101,00000,COST REPORT ADJUSTED TRANSPORTATION
421,A20P000,00900,00000,OTHER HOSPITAL COST
421,A20P000,02100,00000,OTHER MEDICAL SUPPLIES
421,A20P000,02101,00000,PROVIDER AUDIT FEES
421,A20P000,02103,00000,TXC
421,A20U000,00900,00000,OTHER HOSPITAL COST
421,A20U000,02100,00000,OTHER MEDICAL SUPPLIES
421,A20U000,02101,00000,PROVIDER AUDIT FEES
421,A20U000,02103,00000,TXC
421,A500010,00500,00100,B
421,A500010,00500,00300,PROCUREMENT COORDINATORS
421,A500010,01300,00100,A
421,A500010,01300,00300,CAPITAL COSTS-BLDG & FIXT
421,A500010,01500,00000,15   CTS AGREEMENT
421,A500010,01500,00100,B
421,A500010,01500,00300,PUBLIC EDUCATION
421,A500010,01600,00000,NON-REIMB ADMIN & GEN (LOBBYING COST
421,A500010,01600,00100,B
421,A500010,01600,00300,ADMINISTRATIVE & GENERAL
421,A500010,01601,00000,NON-REIMB - TXC
421,A500010,01601,00100,B
421,A500010,01601,00300,PROCUREMENT COORDINATORS
421,A500010,01602,00000,NON- REIMB ADMIN & GEN
421,A500010,01602,00100,B
421,A500010,01602,00300,ADMINISTRATIVE & GENERAL
421,A500010,01603,00000,NON-REIMB - PUBLIC EDUC
421,A500010,01603,00100,B
421,A500010,01603,00300,PUBLIC EDUCATION
421,A500010,01604,00000,SMALL INTESTINE RESEARCH COST
421,A500010,01604,00100,B
421,A500010,01604,00300,SMALL INTESTINE
421,A51000A,00100,00100,Y
421,A51000B,00100,00200,PROCUREMENT COORDINATORS
421,A51000B,00100,00300,ORGAN ACQUISTION
421,A51000C,00100,00100,B
421,A51000C,00100,00400,MIAMI VALLEY HOSPITAL
421,A51000C,00100,00600,HOSPITAL
421,A51000C,00200,00100,B
421,A51000C,00200,00400,KIDNEY FOUNDATION OF NWO
421,A51000C,00200,00600,FOUNDATION
421,A60000A,00700,00000,CONSTRUCTION IN PROGRESS
421,A60000A,00701,00000,AMORTIZED ASSETS
421,A60000A,00702,00000,LEASED ASSET
