68,2,37HL01,,2,04/01/2020,03/31/2021,10/20/2021,N,N,E,10001,4,09/07/2021,,09/08/2021,,07/27/2021
70,8,05P003,,1,01/01/2020,12/31/2020,10/20/2021,N,N,E,10001,4,08/11/2021,,,,08/02/2021
167,4,36HL06,,2,01/01/2020,12/31/2020,11/10/2021,N,N,E,10001,4,11/02/2021,,05/05/2021,,04/26/2021
194,10,05HL03,,1,07/01/2020,06/30/2021,12/06/2021,N,N,E,10001,4,12/03/2021,,,,11/29/2021
221,8,46P001,,1,07/01/2020,06/30/2021,01/25/2022,N,N,E,10001,4,01/24/2022,,,,01/18/2022
253,2,20HL02,,2,10/01/2019,09/30/2020,04/21/2022,N,N,D,10001,4,04/14/2022,,04/15/2022,,05/03/2021
255,6,32P001,,2,10/01/2019,09/30/2020,04/21/2022,N,N,D,10001,4,04/14/2022,,04/15/2022,,03/01/2021
256,6,33HL04,,2,01/01/2020,12/31/2020,04/21/2022,N,N,D,10001,4,04/14/2022,,04/15/2022,,04/22/2021
257,6,45P004,,2,01/01/2020,12/31/2020,04/21/2022,N,N,D,10001,4,04/14/2022,,04/15/2022,,05/03/2021
282,6,07P001,,2,01/01/2020,12/31/2020,06/02/2022,N,N,D,10001,4,05/31/2022,,06/01/2022,,05/18/2021
315,6,05P004,,2,10/01/2019,09/30/2020,06/15/2022,N,N,D,10001,4,06/10/2022,,06/14/2022,,03/01/2021
322,4,21HL02,,2,11/20/2019,12/31/2019,07/22/2022,Y,N,E,10001,4,07/07/2022,,07/08/2022,,06/09/2022
324,4,21HL02,,2,01/01/2020,12/31/2020,07/22/2022,N,N,E,10001,4,07/08/2022,,07/08/2022,,06/09/2022
328,2,05HL04,,2,01/01/2020,12/31/2020,08/24/2022,N,N,E,10001,4,08/19/2022,,08/23/2022,,07/28/2021
329,6,44HL01,,2,10/01/2019,09/30/2020,08/24/2022,N,N,D,10001,4,08/19/2022,,08/23/2022,,02/26/2021
334,6,06P001,,2,01/01/2020,12/31/2020,10/17/2022,N,N,D,10001,4,10/06/2022,,10/07/2022,,04/29/2021
337,7,01P001,,2,10/01/2019,09/30/2020,11/07/2022,N,N,D,10001,4,11/01/2022,,11/04/2022,,05/21/2021
338,6,22P001,,2,01/01/2020,12/31/2020,11/07/2022,N,N,D,10001,4,11/01/2022,,11/04/2022,,05/18/2021
339,8,36P001,,2,01/01/2020,12/31/2020,11/07/2022,N,N,D,10001,4,11/01/2022,,11/04/2022,,05/20/2021
341,6,17P001,,5,01/01/2020,12/31/2020,11/08/2022,N,N,F,10001,4,11/07/2022,,,,11/02/2022
342,11,34P001,,2,07/01/2020,12/31/2020,11/11/2022,N,N,D,10001,4,11/04/2022,,11/10/2022,,05/17/2021
343,6,15HL01,,2,01/01/2020,12/31/2020,11/15/2022,N,N,D,10001,4,11/08/2022,,11/14/2022,,06/08/2021
344,6,18P001,,2,01/01/2020,12/31/2020,11/15/2022,N,N,D,10001,4,11/08/2022,,11/14/2022,,05/25/2021
345,8,21P001,,2,01/01/2020,12/31/2020,11/15/2022,N,N,D,10001,4,11/08/2022,,11/14/2022,,06/03/2021
346,8,26P002,,2,01/01/2020,12/31/2020,11/15/2022,N,N,D,10001,4,11/08/2022,,11/14/2022,,06/07/2021
347,2,32HL01,,2,01/01/2020,12/31/2020,11/15/2022,N,N,D,10001,4,11/08/2022,,11/14/2022,,06/01/2021
348,6,33HL05,,2,01/01/2020,12/31/2020,11/15/2022,N,N,D,10001,4,11/08/2022,,11/14/2022,,05/26/2021
349,6,33P003,,2,01/01/2020,12/31/2020,11/15/2022,N,N,D,10001,4,11/08/2022,,11/14/2022,,05/28/2021
